lambda0 k theta mu0 sigma alpha epsilon weight
0.577657 476 0.00128448 0.0231646 0.356407 -0.470794 24.9371 7.59743e-05
0.62577 467 0.00126648 0.00918393 0.530637 -0.474534 68.1375 7.14842e-05
0.757441 488 0.00147674 0.00543821 0.377558 -0.497175 139.281 7.14842e-05
0.607564 456 0.0012941 0.0296244 0.401174 -0.486709 20.5089 8.26502e-05
0.657302 457 0.00144104 0.000935742 0.351626 -0.565403 702.439 7.14842e-05
0.949995 526 0.0017073 0.0312211 0.411149 -0.584184 30.428 7.44317e-05
0.587976 468 0.00138524 0.0206275 0.350948 -0.474545 28.5044 7.75653e-05
0.589559 461 0.00139881 0.0106795 0.38583 -0.537325 55.2048 7.29356e-05
0.718677 469 0.0014996 0.0277255 0.462958 -0.590443 25.9211 7.59743e-05
0.719586 463 0.00156428 0.0127643 0.411839 -0.561809 56.3751 7.44317e-05
0.958411 543 0.00166332 0.0187701 0.420719 -0.511246 51.0604 7.59743e-05
0.74622 510 0.00134986 0.0122417 0.478191 -0.446851 60.9572 7.59743e-05
0.744632 474 0.00146853 0.00218031 0.437322 -0.603233 341.525 7.14842e-05
0.636275 460 0.00142224 0.0123793 0.449834 -0.585277 51.3983 7.44317e-05
0.745703 516 0.00148303 0.00853353 0.44182 -0.492591 87.3851 7.29356e-05
0.793919 512 0.00146299 0.00618483 0.413631 -0.456242 128.366 7.14842e-05
0.670197 489 0.00141535 0.00496191 0.415454 -0.461992 135.068 7.44317e-05
0.600375 455 0.00133228 0.00819982 0.442398 -0.518389 73.2181 7.44317e-05
0.642732 475 0.00129509 0.000941215 0.470068 -0.486328 682.874 7.14842e-05
0.758545 492 0.00152871 0.0122238 0.402794 -0.497839 62.055 7.59743e-05
0.641487 467 0.00131526 0.0517288 0.468784 -0.53885 12.401 8.82521e-05
0.618662 467 0.00141922 0.00257193 0.392381 -0.537787 240.544 7.29356e-05
0.662428 483 0.00130681 0.00348691 0.414506 -0.457187 189.976 7.14842e-05
0.532617 403 0.00125252 0.00233304 0.416244 -0.533851 228.294 7.14842e-05
0.694236 476 0.00136888 0.042194 0.390061 -0.471855 16.4534 8.63231e-05
0.595998 457 0.00128622 0.0264202 0.441539 -0.483018 22.5584 7.75653e-05
0.643678 441 0.00146679 0.000381761 0.524366 -0.638715 1686.07 7.29356e-05
0.649431 516 0.00132534 0.0418383 0.45551 -0.415636 15.5224 7.75653e-05
0.593202 475 0.00128359 0.0117969 0.385173 -0.46377 50.2845 7.44317e-05
0.739406 502 0.00137867 0.00205115 0.404227 -0.45361 360.484 7.14842e-05
0.720169 508 0.0014651 0.00321495 0.390259 -0.474654 224.007 7.29356e-05
0.619621 454 0.00147455 0.0221968 0.439688 -0.497352 27.9149 8.09011e-05
0.517781 457 0.0011453 0.0274252 0.43032 -0.515194 18.8798 7.29356e-05
0.797007 483 0.00161385 0.00474449 0.395358 -0.631502 167.986 7.44317e-05
0.689282 465 0.00144737 0.0129981 0.337049 -0.568593 53.0294 7.44317e-05
0.664743 497 0.00136747 0.0290525 0.430261 -0.482257 22.8807 7.44317e-05
0.712409 490 0.00147038 0.0162403 0.414514 -0.518904 43.8666 7.44317e-05
0.615301 449 0.00130796 0.00610677 0.436312 -0.540402 100.757 7.29356e-05
0.56848 458 0.00130735 0.0127426 0.413226 -0.510738 44.6126 7.29356e-05
0.657246 469 0.00145061 0.0117934 0.403686 -0.520747 55.7301 7.29356e-05
0.808604 501 0.00151889 0.0283133 0.383613 -0.503125 28.5591 8.26502e-05
0.672626 476 0.00149703 4.06557e-05 0.372623 -0.540268 16544.5 7.14842e-05
0.600721 480 0.00131384 0.000428591 0.4171 -0.50104 1401.62 7.14842e-05
0.520432 435 0.00128862 0.00268923 0.359744 -0.522976 193.525 7.29356e-05
0.548009 413 0.00133523 0.0825452 0.379198 -0.559531 6.63889 9.894e-05
0.783872 518 0.00136993 0.0203624 0.449193 -0.420207 38.496 7.75653e-05
0.626998 499 0.00125966 0.00372284 0.408773 -0.435901 168.419 7.29356e-05
0.72079 475 0.00154326 0.00500026 0.35607 -0.592523 144.15 7.29356e-05
0.635784 478 0.00137111 0.0165925 0.340838 -0.428311 38.3177 7.29356e-05
0.703264 494 0.00144177 0.0695152 0.423843 -0.502276 10.1167 8.63231e-05
0.720544 496 0.00148111 0.0359645 0.399504 -0.552291 20.0349 7.59743e-05
0.671434 473 0.00146679 0.0311291 0.41412 -0.515589 21.5693 7.92069e-05
0.706037 454 0.00146262 0.00898788 0.455255 -0.589216 78.5543 7.29356e-05
0.714569 466 0.00149829 0.00811265 0.412571 -0.560326 88.0809 7.29356e-05
0.615285 432 0.00150192 0.0696215 0.365611 -0.558826 8.83756 9.66525e-05
0.681978 485 0.00135414 0.0733242 0.365321 -0.487306 9.30085 9.44434e-05
0.662839 496 0.0013508 0.0930562 0.40469 -0.483132 7.123 0.00010131
0.721042 515 0.00138942 0.0330291 0.382363 -0.39867 21.8305 7.59743e-05
0.644201 506 0.00131137 0.0074425 0.369231 -0.417405 86.5571 7.14842e-05
0.674757 488 0.00137087 0.0319808 0.44776 -0.481601 21.0988 7.75653e-05
0.766602 481 0.00150659 0.0494044 0.383291 -0.497654 15.5169 7.92069e-05
0.75291 481 0.00141127 0.0118845 0.334475 -0.512694 63.3522 7.29356e-05
0.569365 491 0.00127301 0.0173586 0.371214 -0.440993 32.8003 7.75653e-05
0.647159 484 0.00130034 0.00627591 0.401716 -0.462315 103.118 7.29356e-05
0.645773 476 0.00131083 0.00584222 0.347077 -0.457733 110.535 7.29356e-05
0.611436 456 0.00136 0.0224657 0.41545 -0.506053 27.2165 7.59743e-05
0.573149 456 0.00131952 0.0292013 0.372441 -0.489789 19.6275 8.44567e-05
0.716095 488 0.00140351 0.00937609 0.356482 -0.494584 76.3746 7.44317e-05
0.650886 503 0.00134976 0.0236065 0.38196 -0.475182 27.5723 7.75653e-05
0.679955 485 0.00138132 0.00623863 0.381018 -0.504865 108.991 7.44317e-05
0.537225 452 0.0011683 0.0415771 0.400307 -0.402721 12.9212 8.63231e-05
0.691461 477 0.00140947 0.056937 0.411471 -0.515674 12.1443 8.82521e-05
0.580677 479 0.00124605 0.0192723 0.350623 -0.448343 30.1301 7.59743e-05
0.743911 503 0.00146734 0.038856 0.322996 -0.477023 19.1453 7.75653e-05
0.6037 439 0.00140841 0.000947664 0.345886 -0.552182 637.04 7.14842e-05
0.625165 473 0.00140362 0.00451541 0.335988 -0.518394 138.452 7.44317e-05
0.834337 512 0.0015048 0.00455668 0.381183 -0.476016 183.102 7.14842e-05
0.681183 473 0.0014137 0.0151829 0.366549 -0.548994 44.8651 7.14842e-05
0.611473 495 0.00123955 0.00308113 0.40429 -0.419489 198.458 7.29356e-05
0.654022 470 0.00128105 5.32716e-05 0.327281 -0.449392 12277.1 7.14842e-05
0.591957 503 0.0012216 0.00157902 0.387187 -0.397935 374.89 7.14842e-05
0.714684 476 0.00142546 0.0136107 0.350703 -0.501311 52.5089 7.29356e-05
0.744764 514 0.00141531 0.0103752 0.352135 -0.42157 71.7831 7.29356e-05
0.716622 477 0.00145959 0.00535408 0.436159 -0.503077 133.846 7.14842e-05
0.630642 488 0.00139848 0.0114661 0.415742 -0.487799 55.0008 7.29356e-05
0.825368 590 0.00140298 0.0126938 0.431882 -0.365518 65.0214 7.44317e-05
0.652912 447 0.00140524 0.00895894 0.392331 -0.494967 72.8782 7.14842e-05
0.610141 491 0.00127857 0.0256175 0.398637 -0.389281 23.8173 7.92069e-05
0.655434 465 0.0014905 0.041198 0.326356 -0.562245 15.9094 8.09011e-05
0.566808 433 0.00127371 0.0844259 0.405661 -0.496268 6.71367 9.894e-05
0.563318 434 0.00131474 0.0610365 0.406951 -0.58652 9.2292 9.66525e-05
0.627743 503 0.00133098 0.00516629 0.406909 -0.460509 121.508 7.14842e-05
0.695824 526 0.00134657 0.0245848 0.431134 -0.441644 28.303 7.44317e-05
0.491813 425 0.00121026 0.010198 0.379669 -0.50898 48.2263 7.44317e-05
0.758703 492 0.00147577 0.0010307 0.467923 -0.563166 736.106 7.14842e-05
0.511786 444 0.00123509 0.0138137 0.350978 -0.48703 37.0493 7.44317e-05
0.66232 491 0.00133209 0.0154121 0.432264 -0.47475 42.9739 7.44317e-05
0.743163 506 0.00151043 0.0275583 0.364821 -0.52103 26.9669 7.59743e-05
0.630157 484 0.00142463 0.0128155 0.376579 -0.577811 49.1715 7.29356e-05
0.653921 483 0.00139616 0.00156969 0.407873 -0.488628 416.592 7.14842e-05
0.634016 463 0.00138462 0.0119436 0.388005 -0.530803 53.0841 7.29356e-05
0.827591 576 0.00135032 0.0459547 0.374092 -0.371799 18.0088 7.92069e-05
0.71928 499 0.00144915 0.00470773 0.403832 -0.478849 152.787 7.59743e-05
0.57759 442 0.0014131 0.0162942 0.331128 -0.550374 35.4476 7.29356e-05
0.604728 485 0.00139594 0.00736687 0.358243 -0.472255 82.0875 7.29356e-05
0.720607 489 0.00144426 0.000232526 0.395767 -0.477159 3099.03 7.14842e-05
0.431356 724 0.000584093 0.0547042 0.195023 -0.118291 7.88525 8.44567e-05
0.392904 649 0.000660662 0.0822069 0.216817 -0.114183 4.77945 0.000108953
0.404762 629 0.000600973 0.0770781 0.212525 -0.10743 5.25132 0.000120567
0.396735 667 0.000615341 0.101138 0.210075 -0.151057 3.92273 0.000130541
0.442073 673 0.000647988 0.0334647 0.228194 -0.126917 13.2101 9.23091e-05
0.398121 661 0.00062661 0.0541349 0.219819 -0.128413 7.35424 9.66525e-05
0.477201 658 0.000706941 0.104311 0.196881 -0.169573 4.57481 0.00011454
0.555436 700 0.000711136 0.12645 0.209821 -0.181417 4.39252 0.000111694
0.480551 632 0.000724995 0.07002 0.177921 -0.157121 6.86304 0.00011454
0.360602 570 0.000665296 0.104841 0.170285 -0.176166 3.4395 0.000141806
0.37246 548 0.0006847 0.0148247 0.220041 -0.199661 25.1244 8.26502e-05
0.442764 671 0.000680301 0.034911 0.211649 -0.147648 12.6826 8.44567e-05
0.521483 755 0.000712731 0.0455215 0.210314 -0.16663 11.4558 7.92069e-05
0.417099 667 0.000641728 0.0604675 0.206852 -0.128119 6.8979 0.000106312
0.461117 721 0.000645691 0.128056 0.22235 -0.153312 3.60089 0.000134142
0.408215 637 0.000652905 0.083112 0.187553 -0.139012 4.91162 0.00011454
0.45823 668 0.000673996 0.040922 0.184096 -0.14006 11.1976 9.02464e-05
0.442823 692 0.000656356 0.0909358 0.24235 -0.15418 4.86962 0.000111694
0.35292 601 0.000609648 0.0690074 0.22491 -0.169447 5.11424 0.000103766
0.369654 554 0.000592773 0.0703279 0.235653 -0.154708 5.25615 0.000137894
0.358849 558 0.000631635 0.0196418 0.217051 -0.165378 18.2696 7.59743e-05
0.387143 618 0.000613489 0.106157 0.23623 -0.142399 3.6469 0.000150145
0.384114 657 0.000607165 0.0595032 0.205442 -0.122449 6.45535 9.02464e-05
0.358908 656 0.000599485 0.0675642 0.211027 -0.0887145 5.3121 0.000106312
0.511809 709 0.000685985 0.0830689 0.229376 -0.136089 6.16126 0.000108953
0.398709 722 0.000573695 0.107452 0.172312 -0.103437 3.71058 0.000123761
0.446075 641 0.00063638 0.0422385 0.205819 -0.158221 10.5609 8.26502e-05
0.171791 543 0.000300341 0.000834502 0.300454 -0.053609 205.861 7.14842e-05
0.145293 454 0.000310381 0.000481371 0.312692 -0.0357245 301.831 7.14842e-05
0.147606 503 0.000303405 0.0213585 0.303179 -0.0925765 6.91086 8.63231e-05
0.141614 486 0.000296596 0.001615 0.303355 -0.0307716 87.6866 7.29356e-05
0.115954 421 0.000270446 0.000427936 0.310573 0.010964 270.962 7.14842e-05
0.143783 488 0.000299816 0.00430733 0.315242 -0.0172138 33.3811 7.14842e-05
0.0967247 381 0.00025601 0.000637027 0.283519 -0.0238645 151.838 7.29356e-05
0.120238 400 0.000280797 0.00972057 0.280259 -0.0300822 12.3694 8.44567e-05
0.141752 475 0.000293048 0.00398068 0.30016 -0.0588813 35.6101 7.59743e-05
0.136389 473 0.000263509 0.00770531 0.362006 -0.0120871 17.7006 8.26502e-05
0.130152 414 0.000312347 0.00196486 0.360262 -0.0959348 66.24 7.59743e-05
0.177134 543 0.000296877 0.00265426 0.285958 -0.0379326 66.736 7.14842e-05
0.125108 497 0.000233323 0.00316107 0.311021 0.0133637 39.5778 7.14842e-05
0.19224 972 0.000201495 0.0836615 0.268074 -0.000602946 2.29783 0.000198567
0.163744 572 0.000278275 0.057484 0.245276 -0.0554229 2.84851 0.00019211
0.150386 612 0.000246122 0.0611439 0.288985 -0.0547933 2.45954 0.000198567
0.16211 646 0.000247861 0.0498814 0.202386 -0.0331433 3.2499 0.000130541
0.233233 894 0.000266613 0.060491 0.282237 0.00105853 3.85566 0.000145886
0.249672 2251 0.000109269 0.0670999 0.296057 0.0511865 3.7209 0.000154594
0.219288 1120 0.000196652 0.0591401 0.314399 -0.0122064 3.70794 0.000141806
0.232021 782 0.00029405 0.104638 0.296736 -0.0284681 2.21736 0.00019211
0.239095 918 0.000269038 0.0682801 0.272376 -0.0164515 3.50167 0.000127083
0.21033 1318 0.000164877 0.0577558 0.255601 0.0321714 3.64171 0.000123761
0.227433 941 0.000238116 0.0680949 0.246759 0.0095266 3.33994 0.000123761
0.239018 1658 0.000143871 0.0479893 0.29445 0.0327241 4.98064 0.000123761
0.214837 933 0.000233817 0.0341821 0.262235 0.000321342 6.28508 9.02464e-05
0.238384 1251 0.000187738 0.0369297 0.291736 0.0480706 6.45509 9.894e-05
0.228449 854 0.000257283 0.100904 0.27725 0.0110472 2.26402 0.000212498
0.23196 845 0.000275253 0.061954 0.245535 -0.0424548 3.74407 0.000111694
0.216838 905 0.000240743 0.0717554 0.275368 0.0028495 3.02191 0.000150145
0.182271 783 0.000239628 0.0665876 0.240633 -0.00578466 2.73731 0.000174522
0.229177 1849 0.000122322 0.0622051 0.251521 0.031101 3.68422 0.000108953
0.223871 993 0.000218657 0.0862104 0.24512 0.00729943 2.5968 0.000130541
0.244959 1128 0.000225224 0.0547784 0.270276 0.0115481 4.47181 0.000117495
0.215665 899 0.000240044 0.0919129 0.251102 -0.000460893 2.34641 0.00019211
0.207377 1020 0.000203682 0.058304 0.254848 0.0153704 3.55682 0.000123761
0.214331 2068 0.000104726 0.0722013 0.258909 0.0624902 2.96852 0.000159243
0.226735 1217 0.000188987 0.0669049 0.252917 0.017525 3.38892 0.000130541
0.24235 1675 0.000148126 0.0703261 0.279125 0.042605 3.44608 0.000137894
0.243138 1054 0.000222681 0.0808795 0.279106 0.023099 3.00617 0.000169193
0.229246 2678 8.64272e-05 0.0720595 0.265577 0.0768651 3.18135 0.000174522
0.249371 1832 0.000131545 0.0601407 0.26267 0.0445124 4.14646 0.00010131
0.272531 1375 0.000201922 0.0811431 0.28057 0.0107551 3.35865 0.000137894
0.244637 2516 9.76782e-05 0.058242 0.272157 0.0562965 4.20036 0.000127083
0.261985 2308 0.000111357 0.096124 0.243138 0.0487841 2.72549 0.000169193
0.263053 1925 0.000136648 0.0454114 0.234744 0.0424361 5.79266 0.000103766
0.225286 1003 0.000229989 0.0925143 0.234301 -0.0006021 2.43515 0.000185963
0.2478 951 0.000266415 0.0416106 0.242956 0.0104214 5.95522 0.000120567
0.252508 2391 0.000104832 0.10186 0.260703 0.00667489 2.47897 0.00019211
0.25893 1171 0.000219809 0.0659507 0.248623 0.0164791 3.92611 0.000141806
0.172152 1013 0.000177955 0.0687535 0.262215 0.0380027 2.5039 0.000264365
0.235329 1157 0.00020603 0.0590362 0.27326 0.0458567 3.98618 0.00011454
0.215707 1531 0.000142141 0.0595631 0.283526 0.0554836 3.62148 0.000127083
0.181618 914 0.000198881 0.0893919 0.2603 0.0291417 2.03171 0.000212498
0.203504 1984 9.79174e-05 0.0773255 0.262809 0.0609124 2.63178 0.000174522
0.241784 1893 0.000128918 0.0539024 0.269729 0.0309105 4.48558 0.000134142
0.234139 971 0.000232237 0.0644108 0.261833 0.0256683 3.6351 0.000159243
0.198594 1599 0.000124958 0.0948262 0.278113 0.0467544 2.0943 0.000236311
0.21386 1165 0.000186393 0.0628338 0.243277 0.0269987 3.40359 0.000130541
0.22841 1718 0.000137407 0.0618574 0.317845 0.0452868 3.69252 0.000120567
0.207138 1493 0.000141125 0.0651336 0.281326 0.0326123 3.1802 0.000150145
0.235915 758 0.000307419 0.0783668 0.286307 -0.039017 3.0104 0.000198567
0.214794 2201 9.67354e-05 0.0581576 0.245444 0.0529752 3.69331 0.000108953
0.198797 822 0.000232669 0.0974101 0.21168 0.025147 2.04082 0.000274833
0.223288 906 0.000243 0.100217 0.237946 0.00908249 2.22805 0.000220019
0.216554 966 0.000228343 0.0934002 0.283286 0.0159946 2.31856 0.000185963
0.206984 816 0.000253638 0.0504328 0.264116 -0.00483338 4.10415 0.000141806
0.220498 790 0.000282993 0.0693787 0.28262 -0.0152746 3.17818 0.000164105
0.226316 992 0.000243689 0.0688973 0.290222 0.00953341 3.28483 0.000150145
0.247485 1043 0.000232662 0.0559021 0.29397 0.00932844 4.42712 0.000106312
0.237528 1842 0.000127184 0.0619515 0.238203 0.0457423 3.83409 0.000150145
0.20664 847 0.000241971 0.0584846 0.253887 0.01193 3.53324 0.000159243
0.224627 1477 0.000147401 0.0675938 0.262039 0.0495676 3.32319 0.000130541
0.240679 1359 0.000174517 0.0981258 0.257684 0.00338668 2.45276 0.000174522
0.225229 860 0.000255806 0.0575138 0.246477 -0.0132822 3.91608 0.000134142
0.257142 1857 0.000134519 0.0817205 0.237673 0.0502894 3.14661 0.000123761
0.209342 907 0.000221992 0.0916217 0.275877 0.0208173 2.28485 0.000205355
0.211752 954 0.000212118 0.106989 0.306816 0.0116276 1.9792 0.000245145
0.21143 868 0.000227473 0.0439175 0.2775 0.0314886 4.81427 0.000117495
0.207962 1583 0.000126919 0.0507211 0.269416 0.0787978 4.1001 0.000127083
0.211505 1491 0.000144933 0.0487077 0.270462 0.0367762 4.34233 0.000117495
0.197695 862 0.000221205 0.0808585 0.280042 0.0346918 2.44495 0.000198567
0.19246 1054 0.00018498 0.100636 0.258756 0.034532 1.91244 0.000297727
0.193803 1384 0.000144193 0.0413226 0.234994 0.0783113 4.69 0.000111694
0.219429 2251 9.43173e-05 0.0345999 0.265853 0.0775383 6.3419 0.00010131
0.189294 1079 0.000167842 0.0792805 0.277261 0.0302746 2.38765 0.000174522
0.209084 1041 0.000195297 0.0281555 0.241015 0.0165712 7.42606 9.44434e-05
0.201094 1041 0.00019454 0.0729246 0.291049 -0.00110558 2.75756 0.000180106
0.178704 868 0.000226973 0.0698399 0.277555 -0.0139612 2.55877 0.000127083
0.193529 1359 0.000139609 0.0768074 0.281457 0.0288026 2.51967 0.000180106
0.221892 2106 0.000108659 0.0616454 0.255196 0.0747733 3.59949 0.000117495
0.163389 1156 0.000143326 0.0323383 0.294387 0.0332819 5.05249 9.23091e-05
0.169364 651 0.00025945 0.0682294 0.268419 -0.0038402 2.48228 0.000236311
0.217743 2449 8.89746e-05 0.0292763 0.272986 0.0772039 7.43751 9.23091e-05
0.228698 998 0.000225941 0.047196 0.273425 0.0299965 4.8457 0.000103766
0.149212 626 0.00026239 0.0483902 0.246901 0.0167629 3.08352 0.000137894
0.231713 2750 8.38604e-05 0.0440301 0.223838 0.0993257 5.26259 0.000106312
0.192849 1257 0.000157553 0.0342445 0.255999 0.0588636 5.63152 0.00010131
0.156334 788 0.000202608 0.0462371 0.249417 0.0622491 3.38114 0.000134142
0.192603 819 0.000240815 0.0398778 0.235292 0.025672 4.82984 0.000111694
0.223901 1151 0.000197392 0.0444587 0.27875 0.0106827 5.03617 0.000103766
0.182051 1083 0.00016709 0.0489664 0.23791 0.0348373 3.71787 0.000123761
0.223195 1287 0.000181588 0.0404177 0.258431 0.0289583 5.52221 0.000108953
0.250623 1553 0.000157719 0.0522114 0.270719 0.0604433 4.80015 0.000127083
0.17614 1631 0.000111026 0.0638095 0.275157 0.060298 2.76041 0.000127083
0.161008 998 0.000161821 0.0280611 0.336004 0.0526888 5.73775 9.23091e-05
0.197178 1291 0.000152513 0.0162068 0.373939 0.022353 12.1664 8.26502e-05
0.153827 791 0.000207171 0.0592257 0.365991 0.00944181 2.5973 0.000130541
0.179574 1631 0.000113525 0.0349134 0.438141 0.019982 5.1434 9.894e-05
0.165786 614 0.000269664 0.0333564 0.339622 -0.0212435 4.97014 0.000108953
0.19213 733 0.000260503 0.0380397 0.334007 -0.0584772 5.05077 9.23091e-05
0.207214 769 0.000254819 0.0524194 0.37631 -0.0295228 3.95301 0.000120567
0.174591 742 0.000251377 0.00919223 0.346524 -0.000294143 18.9934 7.75653e-05
0.185399 1185 0.00015201 0.0632883 0.397575 -0.0152058 2.92943 0.000134142
0.180479 864 0.00021967 0.0235648 0.32256 0.0188774 7.65886 8.63231e-05
0.206664 890 0.00024013 0.0235266 0.380517 0.00180948 8.78427 0.000108953
0.195665 901 0.000213962 0.0330772 0.427764 0.0106596 5.91542 9.66525e-05
0.136454 924 0.000163007 0.0232382 0.363392 0.039462 5.87196 0.000120567
0.21606 871 0.000256841 0.0755249 0.349786 -0.0460967 2.86078 0.000150145
0.207805 1223 0.000167498 0.0387853 0.311219 0.0378822 5.35783 0.000120567
0.211412 888 0.000253612 0.0536399 0.324815 -0.0074055 3.94131 0.000117495
0.214279 818 0.000249723 0.0412168 0.348359 -0.0271116 5.19883 0.000108953
0.204514 748 0.000281804 0.0362908 0.306118 -0.0452094 5.63541 9.23091e-05
0.198494 825 0.000237181 0.0378901 0.294329 0.0110158 5.23869 0.000106312
0.209375 869 0.00025352 0.039529 0.293179 -0.00266943 5.29674 0.000120567
0.219993 759 0.000281604 0.0355252 0.342625 -0.0429267 6.19258 0.000111694
0.208128 1390 0.000145347 0.0461329 0.317642 0.00837626 4.51149 0.000141806
0.23274 792 0.000296627 0.0473602 0.301861 -0.0290474 4.91425 0.000123761
0.215307 1243 0.000180333 0.0391436 0.315533 0.0175482 5.50044 0.00011454
0.179822 1918 9.43013e-05 0.0635345 0.369802 0.00305782 2.8303 0.000212498
0.199226 746 0.000272815 0.0454424 0.312259 -0.0412686 4.38415 0.000123761
0.247659 826 0.000274636 0.0347874 0.334136 -0.0445257 7.1192 9.02464e-05
0.215171 747 0.000292753 0.0367776 0.354333 -0.0733976 5.8506 0.00010131
0.221944 819 0.000268777 0.0785775 0.317842 -0.021318 2.82452 0.000185963
0.215722 1305 0.000169057 0.0237986 0.33833 0.0225486 9.0645 9.02464e-05
0.216125 936 0.000227908 0.05201 0.339814 -0.00698781 4.15545 0.000108953
0.253984 767 0.000328692 0.038432 0.300605 -0.0712248 6.60867 0.000103766
0.243846 1360 0.000176943 0.0418401 0.330794 0.00728752 5.82803 0.000108953
0.190657 765 0.000257348 0.0361997 0.296929 -0.00252287 5.26682 0.000108953
0.234622 866 0.000260847 0.0306183 0.297801 -0.0138868 7.66282 9.23091e-05
0.233755 837 0.000289652 0.0770308 0.35829 -0.0553998 3.03457 0.000180106
0.215417 815 0.000259547 0.04558 0.327955 -0.033846 4.72614 0.000111694
0.228448 1831 0.000124026 0.0831899 0.358887 0.020318 2.74611 0.000174522
0.219952 959 0.00024171 0.0505186 0.381226 0.00409222 4.35388 0.000154594
0.226735 898 0.000254813 0.046284 0.363015 -0.00520565 4.89878 9.66525e-05
0.191742 701 0.000274551 0.0346842 0.298174 -0.02296 5.52822 0.00011454
