lambda0 k theta sigma alpha epsilon weight
1.25903 22391 5.65078e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2733 22391 5.65078e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2624 22391 5.65078e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26972 22391 5.65078e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26469 22395 5.64929e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26681 22395 5.64929e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27213 22397 5.64919e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25406 22397 5.64919e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26561 22397 5.64935e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26047 22397 5.64935e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27573 22399 5.64872e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26453 22399 5.64872e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25419 22399 5.64872e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25607 22399 5.64872e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26525 22399 5.64872e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26477 22403 5.6481e-05 0.357794 0.912372 0.85804 6.68988e-05
1.29139 22403 5.6481e-05 0.357794 0.912372 0.85804 0.000176655
1.27923 22403 5.6481e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27086 22403 5.6481e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25288 22403 5.6481e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26796 22403 5.6481e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26666 22413 5.64518e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25809 22413 5.64518e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27312 22413 5.64518e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26169 22413 5.64518e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2539 22413 5.64518e-05 0.357794 0.912372 0.85804 3.48948e-05
1.28271 22413 5.64518e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26362 22413 5.64518e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26727 22413 5.64518e-05 0.357794 0.912372 0.85804 2.33593e-05
1.27979 22413 5.64518e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27372 22413 5.64518e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27302 22413 5.64518e-05 0.357794 0.912372 0.85804 0.000139579
1.26566 22413 5.64518e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26798 22413 5.64518e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27398 22413 5.64518e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25941 22413 5.64518e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25633 22413 5.64518e-05 0.357794 0.912372 0.85804 0.000139579
1.26285 22413 5.64518e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25541 22413 5.64518e-05 0.357794 0.912372 0.85804 2.5637e-05
1.27199 22413 5.64518e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25267 22413 5.64518e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26889 22413 5.64518e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25323 22413 5.64518e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26167 22393 5.64989e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26537 22393 5.64989e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2585 22393 5.64989e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26883 22393 5.64989e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27158 22393 5.64989e-05 0.357794 0.912372 0.85804 0.000139579
1.26107 22393 5.64989e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27311 22393 5.64989e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25618 22393 5.64989e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25969 22393 5.64989e-05 0.357794 0.912372 0.85804 0.000176655
1.2608 22401 5.64871e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25806 22401 5.64871e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27563 22401 5.64871e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26861 22401 5.64871e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26921 22401 5.64871e-05 0.357794 0.912372 0.85804 0.000139579
1.27722 22397 5.64964e-05 0.357794 0.912372 0.85804 5.02485e-05
1.28079 22397 5.64964e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26741 22395 5.64963e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26489 22395 5.64963e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26058 22395 5.65009e-05 0.357794 0.912372 0.85804 9.34372e-05
1.2684 22395 5.65009e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26242 22395 5.64821e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26874 22395 5.64821e-05 0.357794 0.912372 0.85804 0.000176655
1.2676 22395 5.64914e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25734 22395 5.64914e-05 0.357794 0.912372 0.85804 2.5637e-05
1.2738 22395 5.64914e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27011 22395 5.64914e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26825 22395 5.64914e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25887 22395 5.64914e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25451 22395 5.64914e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25602 22395 5.64914e-05 0.357794 0.912372 0.85804 2.5637e-05
1.24793 22395 5.64914e-05 0.357794 0.912372 0.85804 2.13722e-05
1.27364 22395 5.64914e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26866 22395 5.64914e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25849 22395 5.64914e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25737 22395 5.64914e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27004 22395 5.64914e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27427 22399 5.6463e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26619 22399 5.6463e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26689 22399 5.6463e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26427 22399 5.6463e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26642 22399 5.6463e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27148 22399 5.6463e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25622 22401 5.64752e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25875 22401 5.64752e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25165 22401 5.64752e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27018 22401 5.64752e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27753 22401 5.64752e-05 0.357794 0.912372 0.85804 2.82648e-05
1.2618 22401 5.64752e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26874 22397 5.64781e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26746 22397 5.64781e-05 0.357794 0.912372 0.85804 0.000113059
1.25778 22397 5.64781e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26921 22397 5.64781e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26525 22395 5.64753e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27459 22395 5.64753e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26463 22389 5.65062e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26888 22389 5.65062e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24598 22389 5.65068e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26637 22389 5.65068e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26445 22389 5.65068e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26103 22391 5.64885e-05 0.357794 0.912372 0.85804 6.68988e-05
1.28401 22391 5.64885e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26811 22393 5.64858e-05 0.357794 0.912372 0.85804 0.000176655
1.25857 22393 5.64858e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25904 22389 5.65025e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2667 22389 5.65025e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27917 22391 5.65004e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25766 22391 5.65004e-05 0.357794 0.912372 0.85804 7.85132e-05
1.2577 22391 5.65004e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25136 22391 5.65004e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26056 22409 5.64524e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27097 22409 5.64524e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2662 22409 5.64524e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26781 22409 5.64524e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2694 22409 5.64524e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26937 22409 5.64524e-05 0.357794 0.912372 0.85804 5.02485e-05
1.2738 22409 5.64524e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27169 22409 5.64524e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25327 22409 5.64524e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25979 22409 5.64524e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2688 22409 5.64524e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27679 22409 5.64524e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25629 22409 5.64524e-05 0.357794 0.912372 0.85804 1.80894e-05
1.26567 22409 5.64524e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25685 22409 5.64524e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25857 22409 5.64524e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26477 22409 5.64524e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26955 22409 5.64524e-05 0.357794 0.912372 0.85804 1.55088e-05
1.27027 22409 5.64524e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26882 22409 5.64524e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26143 22409 5.64524e-05 0.357794 0.912372 0.85804 1.67247e-05
1.26456 22409 5.64524e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26548 22409 5.64524e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27111 22399 5.64872e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26922 22399 5.64872e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26475 22399 5.64872e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26273 22399 5.64872e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25491 22399 5.64872e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2751 22399 5.64872e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24243 22399 5.64872e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27099 22399 5.64872e-05 0.357794 0.912372 0.85804 4.41637e-05
1.28089 22399 5.64872e-05 0.357794 0.912372 0.85804 0.000139579
1.27465 22399 5.64872e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26543 22399 5.64872e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24765 22389 5.65018e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25926 22389 5.65018e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27031 22393 5.65052e-05 0.357794 0.912372 0.85804 9.34372e-05
1.27353 22393 5.65052e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27512 22393 5.65052e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27556 22393 5.65052e-05 0.357794 0.912372 0.85804 0.000113059
1.26904 22395 5.65019e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25878 22395 5.65019e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25672 22395 5.65019e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24397 22395 5.65019e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26896 22395 5.65019e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27333 22395 5.65019e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2642 22395 5.65019e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27796 22395 5.65019e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27201 22395 5.65019e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24419 22395 5.65019e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26084 22395 5.65019e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26459 22395 5.65019e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25952 22395 5.65019e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26672 22395 5.65019e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27587 22391 5.65074e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27925 22391 5.65074e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26371 22391 5.65074e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26392 22391 5.65074e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27103 22389 5.65076e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26107 22389 5.65076e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27401 22391 5.65097e-05 0.357794 0.912372 0.85804 1.80894e-05
1.26723 22391 5.65097e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26679 22391 5.65097e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27005 22391 5.65097e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26764 22391 5.65097e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25702 22399 5.64831e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27724 22399 5.64831e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27668 22399 5.64831e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26505 22399 5.64831e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26427 22399 5.64831e-05 0.357794 0.912372 0.85804 7.85132e-05
1.2696 22399 5.64831e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26554 22397 5.64889e-05 0.357794 0.912372 0.85804 9.34372e-05
1.2682 22397 5.64889e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25219 22399 5.64905e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27066 22399 5.64905e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26684 22399 5.64905e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25917 22399 5.64905e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27056 22379 5.65337e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24796 22379 5.65337e-05 0.357794 0.912372 0.85804 1.96283e-05
1.27163 22379 5.65337e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26033 22379 5.65337e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27047 22379 5.65337e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27804 22377 5.65128e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26163 22373 5.65463e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26163 22373 5.65463e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26529 22393 5.65211e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25935 22393 5.65211e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26533 22393 5.65211e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26139 22393 5.65211e-05 0.357794 0.912372 0.85804 0.000139579
1.26275 22393 5.65211e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27389 22393 5.65211e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27035 22393 5.65211e-05 0.357794 0.912372 0.85804 0.000139579
1.27482 22393 5.65211e-05 0.357794 0.912372 0.85804 1.67247e-05
1.25272 22393 5.65211e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26337 22393 5.65211e-05 0.357794 0.912372 0.85804 6.68988e-05
1.28139 22393 5.65211e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26091 22393 5.65211e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25886 22393 5.65211e-05 0.357794 0.912372 0.85804 2.33593e-05
1.27697 22393 5.65211e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26657 22387 5.6525e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25616 22387 5.6525e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26294 22387 5.6525e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26523 22387 5.6525e-05 0.357794 0.912372 0.85804 7.85132e-05
1.28014 22387 5.6525e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26609 22387 5.6525e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25392 22391 5.65046e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26493 22383 5.65417e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26065 22383 5.65417e-05 0.357794 0.912372 0.85804 1.44208e-05
1.26076 22383 5.65417e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25508 22383 5.65417e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26392 22383 5.65417e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26003 22383 5.65417e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27348 22383 5.65417e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26986 22375 5.65066e-05 0.357794 0.912372 0.85804 1.96283e-05
1.25515 22375 5.65066e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25214 22611 5.58206e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26113 22087 5.69373e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25722 22087 5.69373e-05 0.357794 0.912372 0.85804 5.76832e-05
1.251 22087 5.69311e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26349 22087 5.69311e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25804 22087 5.69311e-05 0.357794 0.912372 0.85804 5.02485e-05
1.2591 22087 5.69311e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2433 22087 5.69311e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25579 22087 5.69311e-05 0.357794 0.912372 0.85804 9.34372e-05
1.2572 22087 5.69311e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25303 22087 5.69311e-05 0.357794 0.912372 0.85804 1.80894e-05
1.23736 22083 5.69575e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27483 22083 5.69575e-05 0.357794 0.912372 0.85804 9.34372e-05
1.27683 22083 5.69575e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25086 22083 5.69575e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25264 22079 5.69619e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25632 22079 5.69619e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2523 21911 5.7305e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26638 21911 5.7305e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25999 21911 5.7305e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25007 21911 5.7305e-05 0.357794 0.912372 0.85804 0.000176655
1.25101 21911 5.7305e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27101 21913 5.73043e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25638 21913 5.73043e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25023 21913 5.73043e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25606 21913 5.73043e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26621 21913 5.73043e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25508 21913 5.73043e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25671 21913 5.73043e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24687 21913 5.73043e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2638 21913 5.73043e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26808 21913 5.73043e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26372 21913 5.73043e-05 0.357794 0.912372 0.85804 3.13183e-05
1.23756 21911 5.73065e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25833 21911 5.73065e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24996 21911 5.73065e-05 0.357794 0.912372 0.85804 4.41637e-05
1.23334 21911 5.73065e-05 0.357794 0.912372 0.85804 6.68988e-05
1.271 21911 5.73065e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25846 21911 5.73065e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25378 21913 5.73026e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27615 21913 5.73026e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25951 21913 5.73026e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24466 21913 5.73026e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25532 21913 5.73026e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25498 21913 5.73026e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25899 21913 5.73026e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25576 21913 5.73026e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24542 21913 5.73026e-05 0.357794 0.912372 0.85804 1.96283e-05
1.25848 21913 5.73026e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26209 21913 5.73026e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26948 21911 5.72991e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26114 21911 5.72991e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27129 21911 5.72991e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25214 21911 5.72991e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26473 21911 5.72991e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25493 21911 5.73067e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2477 21911 5.73067e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2494 21911 5.73067e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24455 21911 5.73067e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25738 21911 5.73067e-05 0.357794 0.912372 0.85804 2.13722e-05
1.2669 21911 5.73067e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24223 21911 5.73036e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26274 21911 5.73036e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25677 21911 5.73036e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26629 21911 5.73036e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25309 21911 5.73036e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25145 21911 5.7308e-05 0.357794 0.912372 0.85804 1.96283e-05
1.26166 21911 5.7308e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25918 21911 5.7308e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25392 21911 5.7308e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25486 21911 5.7308e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26077 22029 5.69666e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24941 22029 5.69666e-05 0.357794 0.912372 0.85804 1.55088e-05
1.24921 22029 5.69666e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25817 22009 5.70821e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27076 21911 5.7292e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26682 21911 5.7292e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24811 21911 5.7292e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26429 21911 5.7292e-05 0.357794 0.912372 0.85804 3.48948e-05
1.23908 21911 5.7292e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24495 21911 5.72911e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25722 21911 5.72911e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25942 21911 5.72911e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26744 21911 5.72911e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26513 21911 5.72911e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25962 21919 5.73011e-05 0.357794 0.912372 0.85804 1.55088e-05
1.25076 21919 5.73011e-05 0.357794 0.912372 0.85804 2.33593e-05
1.24411 21919 5.73011e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24514 21919 5.73011e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24833 21919 5.73014e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26809 21919 5.73014e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25692 21919 5.73014e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25936 21919 5.73014e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26331 21919 5.73014e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25307 21913 5.73085e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26455 21913 5.73085e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25597 21913 5.73085e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2669 21913 5.73085e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26323 21913 5.73085e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25337 21913 5.73085e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26141 21913 5.73085e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26373 21913 5.73085e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26506 21913 5.73085e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25881 21913 5.73085e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2728 21913 5.73085e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27247 21913 5.73085e-05 0.357794 0.912372 0.85804 0.000139579
1.2708 21913 5.73085e-05 0.357794 0.912372 0.85804 1.96283e-05
1.26367 21913 5.73085e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25502 21911 5.73067e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26126 21911 5.73067e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26281 21911 5.73067e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24481 21911 5.73067e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25996 21911 5.73067e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25879 22051 5.70239e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26047 22051 5.70239e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25114 22051 5.70239e-05 0.357794 0.912372 0.85804 2.82648e-05
1.2635 21947 5.71565e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24315 21947 5.71565e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25297 21947 5.71565e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26063 21947 5.71565e-05 0.357794 0.912372 0.85804 3.48948e-05
