lambda,	weight
11.1325,	-11.3011
10.1078,	-11.3977
12.3382,	-11.1983
6.43425,	-11.8494
11.5618,	-11.2633
7.28281,	-11.7255
9.84201,	-11.4244
9.82222,	-11.4264
7.80893,	-11.6557
4.89931,	-12.1219
8.17555,	-11.6099
11.8234,	-11.2409
8.31494,	-11.593
7.9796,	-11.6341
8.47331,	-11.5741
9.06663,	-11.5064
7.66781,	-11.674
9.35697,	-11.4749
8.09468,	-11.6198
6.79559,	-11.7947
11.4978,	-11.2689
10.5102,	-11.3587
7.1618,	-11.7423
11.0661,	-11.3071
9.15283,	-11.497
10.8769,	-11.3244
8.4614,	-11.5755
17.2084,	-10.8656
7.35347,	-11.7158
7.30441,	-11.7225
11.8381,	-11.2397
11.987,	-11.2272
5.67956,	-11.9741
8.26695,	-11.5988
6.61026,	-11.8224
9.15268,	-11.497
8.01325,	-11.6299
8.74667,	-11.5423
7.18228,	-11.7394
7.24501,	-11.7307
16.5488,	-10.9047
8.98285,	-11.5157
13.1536,	-11.1343
7.72857,	-11.6661
10.5746,	-11.3526
9.50975,	-11.4587
6.23264,	-11.8812
7.71504,	-11.6678
8.84296,	-11.5314
8.45965,	-11.5757
7.35926,	-11.7151
5.79114,	-11.9547
8.81808,	-11.5342
6.92912,	-11.7753
7.58984,	-11.6842
13.2942,	-11.1237
8.36277,	-11.5872
11.9733,	-11.2283
5.86395,	-11.9422
8.04264,	-11.6263
11.2492,	-11.2907
8.04216,	-11.6263
5.04648,	-12.0923
8.85429,	-11.5301
11.5817,	-11.2616
4.019,	-12.32
10.1031,	-11.3982
9.47105,	-11.4628
13.1019,	-11.1383
7.13046,	-11.7466
6.87454,	-11.7832
6.85441,	-11.7861
8.84342,	-11.5313
9.97413,	-11.411
12.3433,	-11.1979
10.6347,	-11.3469
9.28723,	-11.4824
10.2749,	-11.3813
9.4154,	-11.4687
12.6675,	-11.172
7.3849,	-11.7116
8.40588,	-11.5821
8.71265,	-11.5462
9.43788,	-11.4663
10.8157,	-11.33
8.6593,	-11.5524
3.74161,	-12.3915
5.13753,	-12.0744
8.42054,	-11.5803
9.15857,	-11.4963
7.41049,	-11.7081
11.093,	-11.3047
11.3128,	-11.2851
8.45159,	-11.5767
4.69017,	-12.1655
11.0346,	-11.31
6.90474,	-11.7788
7.16326,	-11.7421
5.88118,	-11.9393
7.83998,	-11.6518
10.6019,	-11.35
2.97128,	-12.622
7.73142,	-11.6657
8.1134,	-11.6175
8.32517,	-11.5917
7.84995,	-11.6505
16.5708,	-10.9034
10.278,	-11.381
6.89478,	-11.7803
3.06636,	-12.5905
11.4003,	-11.2774
9.56591,	-11.4528
6.19652,	-11.887
5.38058,	-12.0282
9.78144,	-11.4305
5.58276,	-11.9913
4.70264,	-12.1629
10.6526,	-11.3452
6.06295,	-11.9088
7.08375,	-11.7532
11.4456,	-11.2734
14.6951,	-11.0235
5.6462,	-11.98
8.49383,	-11.5717
6.64874,	-11.8166
11.1547,	-11.2992
9.25427,	-11.4859
8.22212,	-11.6042
9.09814,	-11.5029
10.4847,	-11.3611
7.00043,	-11.765
6.65518,	-11.8156
12.1887,	-11.2105
11.6544,	-11.2553
6.20764,	-11.8852
7.94644,	-11.6383
9.81664,	-11.4269
6.04864,	-11.9112
14.2271,	-11.0559
9.10419,	-11.5023
15.7262,	-10.9557
7.41259,	-11.7078
4.11308,	-12.2968
9.84276,	-11.4243
9.64607,	-11.4445
8.2376,	-11.6023
6.85253,	-11.7864
8.01331,	-11.6299
7.03227,	-11.7605
10.4914,	-11.3605
7.68896,	-11.6712
10.3178,	-11.3771
8.07643,	-11.6221
5.91117,	-11.9342
8.51381,	-11.5693
6.51767,	-11.8365
6.17283,	-11.8909
11.684,	-11.2528
5.87617,	-11.9401
5.48454,	-12.0091
10.7673,	-11.3345
7.46835,	-11.7003
9.92457,	-11.416
14.0948,	-11.0652
5.78046,	-11.9565
7.70966,	-11.6685
5.49052,	-12.008
7.82235,	-11.654
11.7923,	-11.2436
6.87108,	-11.7837
5.45569,	-12.0144
13.8527,	-11.0825
7.81633,	-11.6548
12.7787,	-11.1632
7.78203,	-11.6592
3.36956,	-12.4962
11.8812,	-11.2361
10.0181,	-11.4066
7.79703,	-11.6573
8.73831,	-11.5433
4.90272,	-12.1212
9.30741,	-11.4802
6.88957,	-11.781
4.73944,	-12.1551
3.77042,	-12.3838
3.28625,	-12.5213
9.91816,	-11.4166
12.9846,	-11.1473
9.4905,	-11.4607
15.5905,	-10.9644
8.75076,	-11.5419
6.80922,	-11.7927
6.34216,	-11.8638
8.32705,	-11.5915
6.50452,	-11.8385
5.78198,	-11.9563
8.6529,	-11.5531
8.6991,	-11.5478
10.0813,	-11.4003
6.32607,	-11.8663
10.7239,	-11.3385
9.16666,	-11.4954
11.9184,	-11.2329
9.13853,	-11.4985
8.50519,	-11.5703
6.84816,	-11.787
12.0345,	-11.2232
6.81319,	-11.7922
6.9436,	-11.7732
9.32219,	-11.4786
10.1856,	-11.39
6.62458,	-11.8202
6.5393,	-11.8332
11.9246,	-11.2324
10.0374,	-11.4047
7.72729,	-11.6663
13.7683,	-11.0886
7.02986,	-11.7608
10.9693,	-11.3159
12.2529,	-11.2053
11.9053,	-11.234
7.25419,	-11.7294
6.92473,	-11.7759
8.98316,	-11.5157
7.70762,	-11.6688
8.73502,	-11.5437
4.9962,	-12.1023
13.2243,	-11.129
10.0487,	-11.4036
8.62417,	-11.5564
9.5873,	-11.4506
8.2493,	-11.6009
9.87316,	-11.4212
10.5109,	-11.3586
9.45043,	-11.465
5.3335,	-12.037
10.4151,	-11.3678
11.8759,	-11.2365
10.6266,	-11.3477
7.71865,	-11.6674
4.9882,	-12.1039
7.17903,	-11.7399
7.84801,	-11.6508
13.5332,	-11.1059
7.23579,	-11.732
7.02796,	-11.7611
3.33068,	-12.5078
7.38722,	-11.7113
7.63211,	-11.6787
8.45344,	-11.5764
9.46215,	-11.4637
8.93987,	-11.5205
15.0558,	-10.9993
5.85499,	-11.9437
7.8115,	-11.6554
7.1965,	-11.7374
11.9582,	-11.2296
15.5695,	-10.9657
5.95261,	-11.9272
5.1769,	-12.0668
12.2139,	-11.2084
4.96933,	-12.1077
8.39005,	-11.584
9.03624,	-11.5098
7.70362,	-11.6693
6.2864,	-11.8726
10.7036,	-11.3404
13.3094,	-11.1225
9.36345,	-11.4742
15.6553,	-10.9602
10.9199,	-11.3204
8.23389,	-11.6028
7.19487,	-11.7376
9.40823,	-11.4694
7.0161,	-11.7628
8.81797,	-11.5342
8.77367,	-11.5393
5.34345,	-12.0351
14.9969,	-11.0032
6.57123,	-11.8283
7.55304,	-11.6891
11.5372,	-11.2654
11.1195,	-11.3023
3.49998,	-12.4583
7.45955,	-11.7015
5.36027,	-12.032
8.2904,	-11.5959
5.3077,	-12.0419
7.76477,	-11.6614
11.264,	-11.2894
6.80029,	-11.7941
7.8326,	-11.6527
12.1347,	-11.2149
9.39244,	-11.4711
10.0206,	-11.4064
10.4697,	-11.3625
11.0102,	-11.3122
10.3009,	-11.3788
11.3112,	-11.2852
5.65209,	-11.979
9.80586,	-11.428
10.9174,	-11.3207
6.1029,	-11.9023
4.05828,	-12.3103
7.77109,	-11.6606
6.00255,	-11.9188
4.79632,	-12.1432
5.2437,	-12.054
6.89398,	-11.7804
12.8055,	-11.1611
9.89822,	-11.4187
7.33461,	-11.7184
9.54977,	-11.4545
8.15485,	-11.6124
8.93748,	-11.5208
10.3573,	-11.3733
7.10984,	-11.7495
6.18625,	-11.8887
8.4295,	-11.5793
7.58012,	-11.6855
4.18496,	-12.2795
3.85963,	-12.3604
6.69445,	-11.8097
11.2051,	-11.2946
11.8756,	-11.2365
8.09288,	-11.62
6.41269,	-11.8527
6.68419,	-11.8113
6.38293,	-11.8574
10.2153,	-11.3871
6.57943,	-11.8271
14.0143,	-11.0709
10.8559,	-11.3263
11.1397,	-11.3005
10.0912,	-11.3993
8.80067,	-11.5362
8.22066,	-11.6044
7.19958,	-11.737
5.30522,	-12.0423
12.4212,	-11.1916
9.95442,	-11.413
10.8176,	-11.3298
10.603,	-11.3499
8.51033,	-11.5697
11.1595,	-11.2987
5.81206,	-11.9511
12.1616,	-11.2127
6.42992,	-11.8501
12.3804,	-11.1949
6.74807,	-11.8018
8.70275,	-11.5474
11.5983,	-11.2602
8.22103,	-11.6043
8.65704,	-11.5526
8.47133,	-11.5743
8.70365,	-11.5473
6.59351,	-11.8249
6.28381,	-11.873
9.62216,	-11.4469
11.6827,	-11.2529
8.15218,	-11.6127
11.4504,	-11.273
12.3292,	-11.199
2.61694,	-12.749
11.7075,	-11.2508
5.9034,	-11.9355
12.4086,	-11.1926
4.31862,	-12.2481
10.0315,	-11.4053
8.91295,	-11.5235
11.3351,	-11.2831
5.29135,	-12.0449
11.5637,	-11.2631
8.21743,	-11.6048
5.53103,	-12.0006
7.0985,	-11.7511
7.06852,	-11.7554
4.46868,	-12.2139
10.9869,	-11.3143
7.90857,	-11.6431
6.93501,	-11.7744
11.8434,	-11.2392
11.5787,	-11.2618
6.70676,	-11.8079
7.86137,	-11.6491
4.6448,	-12.1753
8.62459,	-11.5564
12.142,	-11.2143
7.11051,	-11.7494
5.05621,	-12.0904
11.0361,	-11.3098
10.3617,	-11.3729
7.42338,	-11.7064
6.30731,	-11.8693
5.47404,	-12.011
9.44338,	-11.4657
10.6941,	-11.3413
10.5733,	-11.3527
8.31373,	-11.5931
6.50687,	-11.8382
4.37573,	-12.2349
9.26686,	-11.4846
10.9046,	-11.3218
9.60525,	-11.4487
9.35561,	-11.475
9.42073,	-11.4681
7.45987,	-11.7015
8.56348,	-11.5635
8.00883,	-11.6305
8.03991,	-11.6266
12.1992,	-11.2096
6.95635,	-11.7714
5.95944,	-11.926
6.20952,	-11.8849
8.06061,	-11.624
7.70491,	-11.6692
6.68055,	-11.8118
8.33846,	-11.5901
12.7582,	-11.1648
7.83958,	-11.6518
17.7456,	-10.8349
7.75137,	-11.6631
11.1744,	-11.2974
20.3757,	-10.6967
12.9926,	-11.1466
12.3394,	-11.1982
12.0026,	-11.2259
7.04093,	-11.7593
9.15923,	-11.4963
11.7791,	-11.2447
7.77444,	-11.6602
9.20709,	-11.491
4.8641,	-12.1291
6.8771,	-11.7828
6.25299,	-11.878
9.031,	-11.5104
8.47574,	-11.5738
9.30664,	-11.4803
6.3281,	-11.866
7.51621,	-11.694
7.36189,	-11.7147
4.89695,	-12.1224
7.75299,	-11.6629
8.34868,	-11.5889
7.5612,	-11.688
11.788,	-11.2439
12.652,	-11.1732
11.1128,	-11.3029
8.21484,	-11.6051
6.35112,	-11.8624
9.11587,	-11.501
12.2505,	-11.2054
8.27744,	-11.5975
10.0213,	-11.4063
10.602,	-11.35
7.65843,	-11.6752
4.67087,	-12.1697
5.15113,	-12.0718
9.65225,	-11.4438
8.38017,	-11.5851
9.81103,	-11.4275
10.9291,	-11.3196
7.77396,	-11.6602
6.00684,	-11.9181
6.18715,	-11.8885
5.21733,	-12.059
8.50055,	-11.5709
5.21153,	-12.0601
4.68794,	-12.166
11.7136,	-11.2503
15.3193,	-10.9819
10.3145,	-11.3775
9.60227,	-11.449
6.08981,	-11.9044
9.48629,	-11.4612
8.24961,	-11.6008
5.96222,	-11.9256
8.57414,	-11.5623
9.16374,	-11.4958
11.1186,	-11.3024
15.9652,	-10.9406
10.2272,	-11.386
6.99948,	-11.7652
4.9442,	-12.1128
9.38644,	-11.4717
6.36673,	-11.8599
7.50154,	-11.6959
8.23874,	-11.6022
6.52701,	-11.8351
8.28072,	-11.5971
9.70108,	-11.4388
10.5485,	-11.355
9.45299,	-11.4647
9.09321,	-11.5035
10.5861,	-11.3515
9.05932,	-11.5072
6.74065,	-11.8029
11.2039,	-11.2948
10.9531,	-11.3174
9.41105,	-11.4691
16.7135,	-10.8948
9.26937,	-11.4843
6.56822,	-11.8288
9.80258,	-11.4284
14.512,	-11.036
12.7416,	-11.1661
6.57382,	-11.8279
6.20737,	-11.8853
9.38254,	-11.4722
13.5366,	-11.1056
11.4683,	-11.2714
4.35722,	-12.2392
4.6882,	-12.166
6.78298,	-11.7966
9.4493,	-11.4651
12.996,	-11.1464
13.5694,	-11.1032
6.24643,	-11.879
12.6402,	-11.1741
8.77817,	-11.5387
7.73436,	-11.6653
10.4504,	-11.3644
8.62078,	-11.5568
5.8631,	-11.9423
5.42593,	-12.0198
9.73375,	-11.4354
10.235,	-11.3852
7.61543,	-11.6808
18.2739,	-10.8055
3.92311,	-12.3441
6.38696,	-11.8568
9.53002,	-11.4566
10.5613,	-11.3538
8.87457,	-11.5278
7.72013,	-11.6672
6.60321,	-11.8235
7.55476,	-11.6888
14.2625,	-11.0534
7.73976,	-11.6646
8.98602,	-11.5153
10.4141,	-11.3679
5.42937,	-12.0192
6.62473,	-11.8202
5.73386,	-11.9646
7.51294,	-11.6944
15.6697,	-10.9593
15.5623,	-10.9662
7.2741,	-11.7267
5.916,	-11.9334
8.18221,	-11.6091
9.0673,	-11.5063
11.0133,	-11.3119
5.79529,	-11.954
7.10622,	-11.75
10.082,	-11.4003
7.12156,	-11.7479
9.6726,	-11.4417
11.1151,	-11.3027
12.2152,	-11.2083
7.1059,	-11.7501
7.92118,	-11.6415
8.76061,	-11.5408
3.59924,	-12.4303
6.16245,	-11.8925
4.73026,	-12.157
10.0184,	-11.4066
8.95883,	-11.5184
13.3534,	-11.1192
7.00951,	-11.7637
8.90377,	-11.5245
9.2555,	-11.4858
8.98851,	-11.5151
6.66393,	-11.8143
13.3076,	-11.1227
5.21049,	-12.0603
12.7103,	-11.1686
6.75134,	-11.8013
15.0858,	-10.9973
8.22645,	-11.6037
9.80379,	-11.4282
6.75115,	-11.8013
9.46399,	-11.4635
7.13535,	-11.746
11.5177,	-11.2671
14.355,	-11.0469
8.0871,	-11.6207
5.60778,	-11.9869
9.82234,	-11.4264
9.34471,	-11.4762
12.8505,	-11.1576
8.91134,	-11.5237
7.30013,	-11.7231
9.74503,	-11.4343
9.3159,	-11.4793
10.4685,	-11.3626
9.08996,	-11.5038
7.73415,	-11.6654
8.95686,	-11.5186
7.56831,	-11.687
8.73756,	-11.5434
11.5673,	-11.2628
8.96186,	-11.518
9.61004,	-11.4482
12.6551,	-11.173
9.481,	-11.4617
9.54958,	-11.4545
8.42074,	-11.5803
12.2052,	-11.2092
6.42445,	-11.8509
7.34593,	-11.7169
9.58112,	-11.4512
14.0687,	-11.0671
12.8328,	-11.159
7.91112,	-11.6427
8.58035,	-11.5615
10.5552,	-11.3544
7.67753,	-11.6727
10.5999,	-11.3502
11.3846,	-11.2788
9.46009,	-11.4639
6.74881,	-11.8017
6.27294,	-11.8748
8.10304,	-11.6188
7.88138,	-11.6465
5.26253,	-12.0504
7.28413,	-11.7253
5.36445,	-12.0312
8.01036,	-11.6303
11.9016,	-11.2343
5.80808,	-11.9518
10.1612,	-11.3924
3.97868,	-12.3301
4.24123,	-12.2662
6.19926,	-11.8866
6.31055,	-11.8688
8.13594,	-11.6147
9.7329,	-11.4355
14.2325,	-11.0555
10.8445,	-11.3274
4.72976,	-12.1571
9.62843,	-11.4463
6.14703,	-11.895
9.21121,	-11.4906
8.04264,	-11.6263
13.9666,	-11.0743
8.3916,	-11.5838
7.40459,	-11.7089
8.5199,	-11.5686
9.28848,	-11.4822
9.99674,	-11.4088
4.98381,	-12.1048
9.3432,	-11.4764
6.98163,	-11.7677
9.21686,	-11.49
13.906,	-11.0787
14.0142,	-11.0709
7.68698,	-11.6715
8.13787,	-11.6145
6.19291,	-11.8876
7.58119,	-11.6853
8.96937,	-11.5172
4.34859,	-12.2412
7.44521,	-11.7034
5.23446,	-12.0558
6.21728,	-11.8837
9.92178,	-11.4163
7.85936,	-11.6493
12.1695,	-11.2121
6.50707,	-11.8381
7.48378,	-11.6983
10.3214,	-11.3768
6.81911,	-11.7913
10.3166,	-11.3773
14.7096,	-11.0225
6.79491,	-11.7948
13.4607,	-11.1112
6.51182,	-11.8374
9.60016,	-11.4492
18.3844,	-10.7995
8.43421,	-11.5787
12.6786,	-11.1711
16.7557,	-10.8923
9.04938,	-11.5083
4.66246,	-12.1715
4.6472,	-12.1748
6.46374,	-11.8448
4.53432,	-12.1993
9.37776,	-11.4727
7.86551,	-11.6485
4.3477,	-12.2414
7.44695,	-11.7032
13.6858,	-11.0947
7.84479,	-11.6512
12.6451,	-11.1737
6.34854,	-11.8628
11.2386,	-11.2917
10.7371,	-11.3373
12.506,	-11.1848
7.08488,	-11.7531
6.1759,	-11.8904
6.79619,	-11.7947
7.41483,	-11.7075
8.45589,	-11.5762
10.0573,	-11.4027
4.61271,	-12.1822
3.90452,	-12.3489
10.6382,	-11.3466
9.23009,	-11.4885
9.84427,	-11.4241
12.4173,	-11.1919
9.77439,	-11.4313
7.88464,	-11.6461
8.28375,	-11.5967
7.10093,	-11.7508
7.27508,	-11.7266
9.40706,	-11.4696
17.5165,	-10.8479
4.90236,	-12.1213
6.2194,	-11.8833
7.02876,	-11.761
14.8456,	-11.0133
11.2526,	-11.2904
8.49064,	-11.5721
9.92249,	-11.4162
7.22651,	-11.7333
8.88726,	-11.5264
6.51116,	-11.8375
11.1282,	-11.3015
4.94988,	-12.1117
8.78831,	-11.5376
8.39284,	-11.5836
10.2333,	-11.3854
7.69427,	-11.6705
9.60906,	-11.4483
11.1559,	-11.2991
5.5436,	-11.9984
6.48219,	-11.842
19.7117,	-10.7298
7.07415,	-11.7546
11.6437,	-11.2563
12.6838,	-11.1707
8.345,	-11.5894
13.0903,	-11.1391
7.87675,	-11.6471
6.23129,	-11.8814
6.63164,	-11.8192
9.23366,	-11.4882
11.1064,	-11.3035
11.5329,	-11.2658
7.5678,	-11.6871
9.34574,	-11.4761
6.73607,	-11.8035
8.20566,	-11.6062
15.3882,	-10.9774
5.65053,	-11.9793
7.51239,	-11.6945
5.40625,	-12.0235
9.31996,	-11.4789
7.28246,	-11.7255
14.5089,	-11.0363
17.532,	-10.847
11.4182,	-11.2758
5.92808,	-11.9313
9.57794,	-11.4516
9.71401,	-11.4374
7.75718,	-11.6624
6.72436,	-11.8053
8.23277,	-11.6029
13.7601,	-11.0892
7.68426,	-11.6718
5.04874,	-12.0919
7.05357,	-11.7575
7.97653,	-11.6345
7.95776,	-11.6369
6.63762,	-11.8183
6.4182,	-11.8519
8.41355,	-11.5812
8.17852,	-11.6095
8.82073,	-11.5339
8.29065,	-11.5959
9.75076,	-11.4337
8.09292,	-11.62
6.45218,	-11.8466
12.6166,	-11.176
10.7431,	-11.3368
8.04419,	-11.6261
6.15145,	-11.8943
11.8879,	-11.2355
7.42504,	-11.7062
9.90863,	-11.4176
14.4368,	-11.0412
4.77917,	-12.1467
8.52163,	-11.5684
9.63521,	-11.4456
7.92479,	-11.641
9.81109,	-11.4275
13.547,	-11.1049
9.35656,	-11.4749
12.6147,	-11.1762
10.5474,	-11.3551
8.89855,	-11.5251
10.1982,	-11.3888
8.33991,	-11.59
7.85796,	-11.6495
6.27129,	-11.875
8.46064,	-11.5756
10.7168,	-11.3392
9.53412,	-11.4561
5.69851,	-11.9708
9.58068,	-11.4513
8.90717,	-11.5242
6.81946,	-11.7912
9.31599,	-11.4793
7.78794,	-11.6584
9.55156,	-11.4543
5.25574,	-12.0517
8.6577,	-11.5526
8.66796,	-11.5514
10.7613,	-11.3351
10.2025,	-11.3884
13.7182,	-11.0923
7.95465,	-11.6373
3.4922,	-12.4605
8.08767,	-11.6207
6.95055,	-11.7722
5.77673,	-11.9572
6.48957,	-11.8408
7.2991,	-11.7233
5.47646,	-12.0106
8.18632,	-11.6086
6.2381,	-11.8803
16.8541,	-10.8864
8.02152,	-11.6289
6.96503,	-11.7701
9.89542,	-11.4189
9.96728,	-11.4117
10.4745,	-11.3621
8.12336,	-11.6163
13.4023,	-11.1156
10.9191,	-11.3205
10.4345,	-11.3659
6.10917,	-11.9012
11.3226,	-11.2842
8.56538,	-11.5633
8.75432,	-11.5415
8.78081,	-11.5384
9.38797,	-11.4716
7.17636,	-11.7402
6.80164,	-11.7939
11.9423,	-11.2309
6.5348,	-11.8339
8.84168,	-11.5315
7.12261,	-11.7477
11.7326,	-11.2486
9.71126,	-11.4377
10.4336,	-11.366
4.85279,	-12.1315
7.6785,	-11.6726
14.5088,	-11.0363
13.2967,	-11.1235
4.28386,	-12.2562
9.62228,	-11.4469
13.0629,	-11.1412
7.56067,	-11.6881
10.4388,	-11.3655
7.25766,	-11.729
11.6158,	-11.2586
9.34205,	-11.4765
11.5713,	-11.2625
9.51742,	-11.4579
11.8165,	-11.2415
9.4357,	-11.4665
6.47002,	-11.8438
9.92159,	-11.4163
9.74412,	-11.4344
11.6588,	-11.255
8.93158,	-11.5214
10.5973,	-11.3504
6.39995,	-11.8547
5.26528,	-12.0499
12.1072,	-11.2172
12.5178,	-11.1839
9.02106,	-11.5115
11.7088,	-11.2507
6.76154,	-11.7998
9.49946,	-11.4598
16.1306,	-10.9303
9.69968,	-11.4389
10.481,	-11.3615
11.337,	-11.2829
5.80973,	-11.9515
6.29679,	-11.871
10.4287,	-11.3665
12.2836,	-11.2028
8.66553,	-11.5517
12.1408,	-11.2144
10.0374,	-11.4047
4.35898,	-12.2388
3.99288,	-12.3265
8.94729,	-11.5197
9.11038,	-11.5016
11.9788,	-11.2279
8.94493,	-11.5199
8.1518,	-11.6128
8.4665,	-11.5749
10.8232,	-11.3293
15.6194,	-10.9625
11.8712,	-11.2369
8.84975,	-11.5306
15.2137,	-10.9888
4.77212,	-12.1482
6.66016,	-11.8149
16.9898,	-10.8784
9.2483,	-11.4866
9.38182,	-11.4722
5.41313,	-12.0222
5.74989,	-11.9618
9.92986,	-11.4155
9.2559,	-11.4858
8.37831,	-11.5854
4.90101,	-12.1216
7.13361,	-11.7462
8.554,	-11.5646
5.81791,	-11.9501
10.0229,	-11.4061
6.86001,	-11.7853
9.07688,	-11.5053
7.30788,	-11.7221
11.9925,	-11.2267
5.35514,	-12.033
7.3244,	-11.7198
10.9669,	-11.3161
11.9389,	-11.2312
10.2157,	-11.3871
8.08976,	-11.6204
8.66618,	-11.5516
17.2307,	-10.8643
7.61714,	-11.6806
4.82044,	-12.1382
8.47934,	-11.5734
11.278,	-11.2882
6.18371,	-11.8891
8.87668,	-11.5276
7.58296,	-11.6851
4.9362,	-12.1144
13.7992,	-11.0864
7.1274,	-11.7471
7.35456,	-11.7157
5.28428,	-12.0463
7.73594,	-11.6651
15.067,	-10.9985
5.40034,	-12.0246
8.90033,	-11.5249
2.86497,	-12.6585
7.20145,	-11.7367
6.64016,	-11.8179
7.75503,	-11.6627
11.3673,	-11.2803
16.1744,	-10.9276
9.69222,	-11.4397
5.1922,	-12.0639
10.8981,	-11.3224
11.7729,	-11.2452
5.67103,	-11.9756
6.82007,	-11.7911
6.90235,	-11.7792
11.5127,	-11.2676
4.93109,	-12.1155
12.8206,	-11.16
10.4263,	-11.3667
10.4537,	-11.3641
10.8608,	-11.3259
6.98014,	-11.7679
7.34952,	-11.7164
9.30043,	-11.481
10.0258,	-11.4059
7.83751,	-11.6521
8.0037,	-11.6311
11.1372,	-11.3007
5.84146,	-11.946
8.60929,	-11.5582
17.8583,	-10.8285
7.35993,	-11.715
6.9778,	-11.7683
7.31801,	-11.7207
5.53592,	-11.9998
7.23097,	-11.7326
10.1999,	-11.3886
6.34721,	-11.863
8.14226,	-11.6139
7.67092,	-11.6736
8.58897,	-11.5605
6.83822,	-11.7885
4.69359,	-12.1648
4.83836,	-12.1344
9.00119,	-11.5137
16.4435,	-10.9111
7.05393,	-11.7574
9.50602,	-11.4591
9.66051,	-11.443
8.73169,	-11.5441
20.5916,	-10.6861
11.4921,	-11.2694
7.29575,	-11.7237
3.90371,	-12.3491
8.26597,	-11.5989
7.02938,	-11.7609
10.2844,	-11.3804
8.27926,	-11.5973
8.85265,	-11.5303
10.8538,	-11.3265
11.1165,	-11.3026
9.35092,	-11.4755
4.35211,	-12.2404
8.16965,	-11.6106
7.08841,	-11.7526
8.49902,	-11.5711
6.0437,	-11.912
9.17432,	-11.4946
9.33702,	-11.477
8.70569,	-11.547
9.62725,	-11.4464
17.7822,	-10.8328
7.9351,	-11.6397
7.94875,	-11.638
7.96852,	-11.6355
6.82376,	-11.7906
11.0195,	-11.3114
6.05249,	-11.9105
13.1377,	-11.1355
14.4517,	-11.0402
7.13095,	-11.7466
8.58957,	-11.5605
9.32605,	-11.4782
7.76047,	-11.662
9.91988,	-11.4165
10.3833,	-11.3708
9.42445,	-11.4677
16.8378,	-10.8874
7.83052,	-11.653
10.8596,	-11.326
7.92595,	-11.6409
7.48286,	-11.6984
4.90585,	-12.1206
9.09272,	-11.5035
9.50739,	-11.4589
11.6851,	-11.2527
6.81182,	-11.7924
12.5162,	-11.184
5.87674,	-11.94
6.54364,	-11.8325
9.42793,	-11.4673
5.71965,	-11.9671
6.94382,	-11.7732
4.75719,	-12.1514
7.79876,	-11.6571
10.7887,	-11.3325
16.4475,	-10.9108
11.7585,	-11.2464
10.0384,	-11.4046
10.8133,	-11.3302
6.79812,	-11.7944
5.95949,	-11.926
7.58172,	-11.6853
11.0712,	-11.3067
8.53397,	-11.567
8.4615,	-11.5755
6.83616,	-11.7888
7.96166,	-11.6364
15.8172,	-10.9499
5.16261,	-12.0696
12.9139,	-11.1527
7.18033,	-11.7397
13.1173,	-11.1371
8.50463,	-11.5704
11.2368,	-11.2918
10.8199,	-11.3296
13.6193,	-11.0995
8.1025,	-11.6188
7.47615,	-11.6993
10.9103,	-11.3213
7.65526,	-11.6756
7.33682,	-11.7181
8.63253,	-11.5555
7.45914,	-11.7016
16.9457,	-10.881
5.90082,	-11.9359
6.50044,	-11.8391
3.97603,	-12.3307
11.5368,	-11.2655
14.5932,	-11.0305
4.62487,	-12.1796
6.91968,	-11.7766
4.70473,	-12.1624
9.15733,	-11.4965
8.11105,	-11.6178
5.37324,	-12.0296
10.3444,	-11.3746
7.69099,	-11.671
6.98803,	-11.7668
11.978,	-11.2279
4.32482,	-12.2466
9.16814,	-11.4953
7.79659,	-11.6573
7.37425,	-11.713
5.73458,	-11.9645
6.26701,	-11.8757
8.77976,	-11.5386
10.3677,	-11.3723
14.1565,	-11.0608
7.58031,	-11.6855
10.744,	-11.3367
5.90036,	-11.936
8.71248,	-11.5463
8.91222,	-11.5236
3.60494,	-12.4287
5.58364,	-11.9912
7.14239,	-11.745
8.68257,	-11.5497
7.97883,	-11.6342
9.12505,	-11.5
7.80043,	-11.6568
9.72068,	-11.4368
10.9553,	-11.3172
10.5302,	-11.3568
7.62967,	-11.679
14.2609,	-11.0535
7.0531,	-11.7575
12.2481,	-11.2056
8.60619,	-11.5585
10.1603,	-11.3925
13.3444,	-11.1199
5.76793,	-11.9587
4.89271,	-12.1233
8.67266,	-11.5508
9.2859,	-11.4825
9.09373,	-11.5034
8.07115,	-11.6227
6.13317,	-11.8973
7.40486,	-11.7089
9.2498,	-11.4864
9.00937,	-11.5128
4.81762,	-12.1387
3.42114,	-12.481
8.33237,	-11.5909
8.37187,	-11.5861
9.89182,	-11.4193
9.24714,	-11.4867
7.84112,	-11.6516
4.06397,	-12.3089
7.48459,	-11.6982
10.2272,	-11.386
16.6771,	-10.897
8.76467,	-11.5403
3.89165,	-12.3522
4.83371,	-12.1354
9.0628,	-11.5068
8.4666,	-11.5749
9.76964,	-11.4317
17.4008,	-10.8545
11.2744,	-11.2885
9.57864,	-11.4515
9.864,	-11.4221
7.26349,	-11.7282
10.0969,	-11.3988
6.36513,	-11.8602
6.16913,	-11.8915
9.60161,	-11.4491
7.40736,	-11.7085
12.2669,	-11.2041
8.44371,	-11.5776
8.12492,	-11.6161
10.0337,	-11.4051
7.59252,	-11.6839
10.4379,	-11.3656
7.33918,	-11.7178
7.02332,	-11.7618
